index;path;total_conversions;total_conversion_value
2055;BING_CPC > CRITEO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > BRANDING;1;146
2056;BING_CPC > CRITEO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;230
2057;BING_CPC > CRITEO > (Other) > DIRECTO;1;108
2058;BING_CPC > SMART;1;67
2059;BING_CPC > DIRECTO > DIRECTO > DIRECTO;1;840
2060;BING_CPC > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > EMAIL > DIRECTO;1;191
2061;BING_CPC > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;358
2062;BING_CPC > DIRECTO > DIRECTO > EMAIL > BING_ORGANICO > DIRECTO;1;288
2063;BING_CPC > DIRECTO > DIRECTO > ORGANICO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO;1;39
2064;BING_CPC > DIRECTO > DIRECTO > FACEBOOK > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;308
2065;BING_CPC > DIRECTO > DIRECTO > BING_ORGANICO;1;31
2066;BING_CPC > DIRECTO > CRITEO;1;121
2067;BING_CPC > DIRECTO > BING_CPC > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;94
2068;BING_CPC > (Other) > DIRECTO > SEARCH > SEARCH > SEARCH > SEARCH > CRITEO > ORGANICO > BRANDING > ORGANICO > BRANDING > ORGANICO > DIRECTO;1;108
2069;BING_CPC > (Other) > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;400
2070;BING_CPC > (Other) > DIRECTO > DIRECTO > DIRECTO > ORGANICO > CRITEO > DIRECTO > DIRECTO > ORGANICO;1;203
2071;BING_CPC > (Other) > ORGANICO > DIRECTO > DIRECTO;1;156
2072;BING_CPC > (Other) > BING_CPC > DIRECTO;1;176
2073;BING_CPC > (Other) > BING_CPC > DIRECTO > DIRECTO;1;113
2074;BING_CPC > (Other) > BING_CPC > DIRECTO > ORGANICO;1;100
2075;BING_CPC > (Other) > BING_CPC > BRANDING > BING_CPC > (Other) > BING_CPC > BRANDING > BRANDING > BING_CPC > BRANDING > DIRECTO > BRANDING;1;112
2076;BING_CPC > (Other) > SHOPPING > ORGANICO;1;555
2077;BING_CPC > (Other) > BING_ORGANICO;1;22
2078;BING_CPC > (Other) > BING_ORGANICO > BING_ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;112
2079;BING_CPC > BING_CPC;1;26
2080;BING_CPC > BING_CPC > DIRECTO;1;21
2081;BING_CPC > BING_CPC > DIRECTO > DIRECTO > BING_ORGANICO > BING_CPC > DIRECTO > DIRECTO > DIRECTO;1;1.061
2082;BING_CPC > BING_CPC > CRITEO;1;27
2083;BING_CPC > BING_CPC > (Other);1;86
2084;BING_CPC > BING_CPC > (Other) > BING_CPC > DIRECTO;1;207
2085;BING_CPC > BING_CPC > BING_CPC > BING_CPC;1;57
2086;BING_CPC > BRANDING > DIRECTO;1;33
2087;BING_CPC > ORGANICO > SHOPPING > ORGANICO > DIRECTO;1;63
2088;BING_CPC > BING_ORGANICO > EMAIL;1;35
2089;BING_CPC > BING_ORGANICO > BING_CPC > BING_CPC > BING_ORGANICO > DIRECTO > BING_ORGANICO > BING_CPC > BING_CPC > DIRECTO;1;72
2090;BING_CPC > BING_ORGANICO > BING_ORGANICO > CRITEO > DIRECTO > DIRECTO > DIRECTO > BING_CPC > BING_ORGANICO > CRITEO > BING_ORGANICO > BING_CPC > BING_ORGANICO;1;51
2091;BING_CPC > BING_ORGANICO > BING_ORGANICO > BING_CPC;1;23
2092;BRANDING > CRITEO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > BRANDING > BRANDING;1;218
2093;BRANDING > CRITEO > SMART > BRANDING > DIRECTO > ORGANICO > CRITEO;1;130
2094;BRANDING > CRITEO > DIRECTO > DIRECTO;1;66
2095;BRANDING > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;156
2096;BRANDING > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART > DIRECTO > DIRECTO > SMART (impression) > CRITEO > DIRECTO > DIRECTO > SMART > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;483
2097;BRANDING > CRITEO > DIRECTO > DIRECTO > DIRECTO > DISPLAY GOOGLE (impression) > SMART (impression) > CRITEO > CRITEO > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > BRANDING > CRITEO > SMART (impression) > SMART (impression) > DIRECTO > BRANDING > CRITEO > SMART > ORGANICO;1;40
2098;BRANDING > CRITEO > DIRECTO > DIRECTO > BRANDING > BRANDING;1;128
2099;BRANDING > CRITEO > DIRECTO > SEARCH > CRITEO > BRANDING > CRITEO > DIRECTO > BRANDING > BRANDING;1;146
2100;BRANDING > CRITEO > DIRECTO > ORGANICO > DIRECTO;1;36
2101;BRANDING > CRITEO > DIRECTO > ORGANICO > BRANDING > BRANDING > BRANDING;1;44
2102;BRANDING > CRITEO > BRANDING > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DISPLAY GOOGLE > BRANDING;1;146
2103;BRANDING > CRITEO > BRANDING > DIRECTO > BRANDING > DIRECTO;1;89
2104;BRANDING > CRITEO > BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING;1;45
2105;BRANDING > CRITEO > BRANDING > CRITEO > DIRECTO > DIRECTO;1;14
2106;BRANDING > CRITEO > BRANDING > CRITEO > DIRECTO > BRANDING > DIRECTO > BRANDING;1;138
2107;BRANDING > CRITEO > BRANDING > CRITEO > ORGANICO > EMAIL > BRANDING > DIRECTO;1;27
2108;BRANDING > CRITEO > BRANDING > BRANDING;1;53
2109;BRANDING > CRITEO > BRANDING > BRANDING > BRANDING;1;72
2110;BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > (Other) > BRANDING > ORGANICO;1;99
2111;BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > DIRECTO > CRITEO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DIRECTO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DISPLAY GOOGLE (impression) > DIRECTO > SHOPPING > BRANDING > SMART > SMART;1;34
2112;BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > CRITEO > DIRECTO > CRITEO > FACEBOOK;1;17
2113;BRANDING > CRITEO > BRANDING > BRANDING > BRANDING > ORGANICO > BRANDING > (Other) > BRANDING > DIRECTO > BRANDING;1;80
2114;BRANDING > CRITEO > BRANDING > BRANDING > FACEBOOK > BRANDING > CRITEO > BRANDING > CRITEO > CRITEO > CRITEO > DIRECTO > ORGANICO;1;31
2115;BRANDING > CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING > CRITEO > CRITEO > CRITEO > CRITEO > CRITEO > SHOPPING > SHOPPING > SHOPPING > EMAIL > DIRECTO > CRITEO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING;1;22
2116;BRANDING > CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING > CRITEO > CRITEO > CRITEO > CRITEO > CRITEO > SHOPPING > SHOPPING > SHOPPING > EMAIL > DIRECTO > CRITEO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > CRITEO > BRANDING > SHOPPING > BRANDING > SHOPPING > SHOPPING > DIRECTO > CRITEO > DIRECTO > DIRECTO > EMAIL > DIRECTO;1;12
2117;BRANDING > CRITEO > FACEBOOK > DIRECTO > CRITEO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;27
2118;BRANDING > CRITEO > SHOPPING > DIRECTO > DIRECTO > CRITEO > DIRECTO;1;17
2119;BRANDING > CRITEO > SHOPPING > BRANDING > BRANDING;1;41
2120;BRANDING > CRITEO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > BRANDING > CRITEO > BRANDING > ORGANICO > BRANDING > ORGANICO > DIRECTO > CRITEO > ORGANICO > BRANDING > ORGANICO > DIRECTO;1;182
2121;BRANDING > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;40
2122;BRANDING > SEARCH > BRANDING > BRANDING > BRANDING > DIRECTO > FACEBOOK;1;85
2123;BRANDING > SEARCH > BRANDING > ORGANICO > CRITEO;1;39
2124;BRANDING > SEARCH > BRANDING > ORGANICO > BRANDING;1;16
2125;BRANDING > SEARCH > FACEBOOK;1;80
2126;BRANDING > SEARCH > FACEBOOK > DIRECTO > BRANDING > BRANDING > ORGANICO > DIRECTO > DIRECTO > BRANDING > BRANDING > ORGANICO;1;49
2127;BRANDING > SEARCH > ORGANICO > SEARCH;1;56
2128;BRANDING > SEARCH > SHOPPING;1;20
2129;BRANDING > EMAIL > DIRECTO > DIRECTO > EMAIL;1;53
2130;BRANDING > EMAIL > DIRECTO > DIRECTO > SHOPPING;1;54
2131;BRANDING > EMAIL > DIRECTO > SMART > SMART > ORGANICO > DIRECTO > DIRECTO > BRANDING;1;59
2132;BRANDING > EMAIL > EMAIL;1;203
2133;BRANDING > EMAIL > EMAIL > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;20
2134;BRANDING > EMAIL > EMAIL > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;104
2135;BRANDING > EMAIL > CRITEO > DIRECTO > BRANDING > BRANDING > CRITEO > DIRECTO;1;125
2136;BRANDING > EMAIL > BRANDING > EMAIL > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;1;418
2137;BRANDING > EMAIL > BRANDING > EMAIL > BRANDING > BRANDING > ORGANICO;1;87
2138;BRANDING > EMAIL > BRANDING > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > BRANDING > DIRECTO;1;150
2139;BRANDING > EMAIL > BRANDING > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO > EMAIL > DIRECTO > DIRECTO > EMAIL > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > CRITEO > ORGANICO > DIRECTO > DIRECTO > EMAIL > ORGANICO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > ORGANICO > DIRECTO > DIRECTO > BRANDING > EMAIL > BRANDING > BRANDING > BRANDING > EMAIL > DIRECTO > DIRECTO > ORGANICO > BRANDING > ORGANICO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO;1;84
2140;BRANDING > EMAIL > ORGANICO;1;38
2141;BRANDING > EMAIL > DISPLAY GOOGLE (impression) > BRANDING;1;184
2142;BRANDING > SMART (impression) > DIRECTO > ORGANICO > DIRECTO > DIRECTO;1;234
2143;BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > CRITEO > BRANDING > BRANDING > CRITEO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART > CRITEO > BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO;1;140
2144;BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING;1;45
2145;BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > ORGANICO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING;1;213
2146;BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING > BRANDING > BRANDING > BRANDING > SMART;1;48
2147;BRANDING > SMART (impression) > SMART (impression) > BRANDING > SMART (impression) > SMART (impression) > BRANDING > DIRECTO > CRITEO > BRANDING;1;87
2148;BRANDING > SMART (impression) > SMART (impression) > DISPLAY GOOGLE (impression) > SMART (impression) > DIRECTO > ORGANICO;1;518
2149;BRANDING > SMART (impression) > CRITEO > BRANDING > BRANDING;1;248
2150;BRANDING > SMART (impression) > BRANDING;1;24
2151;BRANDING > SMART (impression) > BRANDING > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > ORGANICO;1;30
2152;BRANDING > SMART (impression) > BRANDING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > BRANDING;1;70
2153;BRANDING > SMART > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;111
2154;BRANDING > SMART > SMART;1;25
2155;BRANDING > SMART > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;31
2156;BRANDING > SMART > BRANDING > CRITEO;1;130
2157;BRANDING > SMART > BRANDING > BRANDING;1;81
2158;BRANDING > SMART > ORGANICO;1;17
2159;BRANDING > SMART > ORGANICO > SMART > BRANDING > BRANDING > BRANDING > ORGANICO > BRANDING > ORGANICO > DIRECTO;1;54
2160;BRANDING > SMART > SHOPPING > DIRECTO;1;252
2161;BRANDING > DIRECTO > DIRECTO > DIRECTO > CRITEO > SMART > BRANDING > BRANDING > BRANDING > DIRECTO;1;24
2162;BRANDING > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > SHOPPING > SHOPPING > DIRECTO > DIRECTO > FACEBOOK;1;122
2163;BRANDING > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > SHOPPING > SHOPPING > DIRECTO > DIRECTO > FACEBOOK > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;47
2164;BRANDING > DIRECTO > DIRECTO > DIRECTO > CRITEO > BRANDING > DIRECTO;1;50
2165;BRANDING > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > DIRECTO > ORGANICO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DIRECTO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DISPLAY GOOGLE (impression);1;374
2166;BRANDING > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > DIRECTO > ORGANICO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DIRECTO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DIRECTO > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > SMART (impression) > DIRECTO > SMART (impression) > SMART > SMART (impression) > DIRECTO > DIRECTO;1;524
2167;BRANDING > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > DIRECTO > BING_CPC > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO;1;132
2168;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;26
2169;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO;1;95
2170;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;19
2171;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;40
2172;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO;1;108
2173;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;175
2174;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO;1;312
2175;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > (Other) > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;39
2176;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL;1;124
2177;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO;1;689
2178;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;29
2179;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;68
2180;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO;1;51
2181;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > DIRECTO;1;203
2182;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;81
2183;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO;1;57
2184;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING;1;65
2185;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO > BRANDING > SHOPPING > BRANDING;1;39
2186;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO;1;45
2187;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;1.659
2188;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;31
2189;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > ORGANICO;1;351
2190;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;241
2191;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > BRANDING > DIRECTO > EMAIL > ORGANICO > DIRECTO > EMAIL > BRANDING > SHOPPING > DIRECTO;1;66
2192;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO;1;22
2193;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > SHOPPING > BRANDING > ORGANICO > SMART > ORGANICO > SMART;1;48
2194;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO;1;13
2195;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL;1;182
2196;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > SEARCH > BRANDING > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > DISPLAY GOOGLE > BRANDING > BRANDING;1;54
2197;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK;1;30
2198;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;41
2199;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL;1;58
2200;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO;1;58
2201;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SMART > DIRECTO > DIRECTO > DIRECTO > EMAIL > BRANDING;1;153
2202;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO;1;94
2203;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO;1;30
2204;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;30
2205;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING;1;15
2206;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > ORGANICO > DIRECTO;1;26
2207;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > FACEBOOK > DIRECTO;1;44
2208;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > FACEBOOK > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;32
2209;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO > DIRECTO;1;267
2210;BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > SMART (impression) > SMART (impression) > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;54
2211;BRANDING > DIRECTO > DIRECTO > DIRECTO > (Other) > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;57
2212;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO;1;79
2213;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > DIRECTO > EMAIL;1;54
2214;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > SMART > DIRECTO > BRANDING > BRANDING > BRANDING > ORGANICO;1;52
2215;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > BRANDING;1;62
2216;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING;1;136
2217;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > FACEBOOK;1;214
2218;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > CRITEO > DIRECTO;1;214
2219;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING;1;45
2220;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > DIRECTO;1;43
2221;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING > SHOPPING > BRANDING > BRANDING;1;351
2222;BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > FACEBOOK > BRANDING > DIRECTO > BRANDING;1;254
